gene_cluster_id;focal;reference;comp;type;genome_occurences;baseMean;log2FoldChange;lfcSE;stat;pvalue;padj;KEGG_BRITE_ACC;KEGG_BRITE;split_level_1;split_level_2;split_level_3;split_level_4;split_level_5;split_level_6;KEGG_category;KOfam_function;KEGG_Class_ACC;KEGG_Class;KEGG_Module_ACC;KEGG_Module;KOfam_ACC;KOfam;COG20_CATEGORY_ACC;COG20_CATEGORY;COG20_PATHWAY_ACC;COG20_PATHWAY;COG20_FUNCTION_ACC;COG20_FUNCTION;Pfam_ACC;Pfam
GC_00000892;tree;shrub;tree_vs_shrub;core;104;31.7565313091936;1.56910939840289;0.372269983966844;4.21497694141959;2.49803710743305e-5;0.00324500671940768;ko00001|ko02022;KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>02020 Two-component system [PATH:ko02020];NA;NA;KEGG Orthology (KO);Environmental Information Processing;Signal transduction;Two-component system [PATH:ko02020];Environmental Information Processing > Signal transduction > Two-component system [PATH:ko02020];two-component system, OmpR family, response regulator ChvI;NA;NA;NA;NA;K14981;two-component system, OmpR family, response regulator ChvI;T|K;Signal transduction mechanisms|Transcription;NA;NA;COG0745;DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain (OmpR) (PDB:1XHF);PF00072.28;Response regulator receiver domain
GC_00000343;tree;shrub;tree_vs_shrub;core;104;21.4583441406639;1.50743169080811;0.392998279969566;3.83572083553356;1.25196552872844e-4;0.00929466370514702;ko00001|ko00001|ko00001|ko00001|ko00001|ko00001|ko01000|ko04147;KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>02020 Two-component system [PATH:ko02020];NA;NA;KEGG Orthology (KO);Environmental Information Processing;Signal transduction;Two-component system [PATH:ko02020];Environmental Information Processing > Signal transduction > Two-component system [PATH:ko02020];glutamine synthetase [EC:6.3.1.2];NA;NA;NA;NA;K01915;glutamine synthetase [EC:6.3.1.2];E;Amino acid transport and metabolism;COG0174;Glutamine biosynthesis;COG0174;Glutamine synthetase (GlnA) (PDB:1F1H);PF00120.28;Glutamine synthetase, catalytic domain
GC_00000061;tree;shrub;tree_vs_shrub;core;104;102.685778647161;1.46460691234227;0.359812130287903;4.0704767545507;4.69170227133242e-5;0.00480278522216837;ko00001|ko00001|ko02022;KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>02020 Two-component system [PATH:ko02020];NA;NA;KEGG Orthology (KO);Environmental Information Processing;Signal transduction;Two-component system [PATH:ko02020];Environmental Information Processing > Signal transduction > Two-component system [PATH:ko02020];two-component system, cell cycle response regulator CtrA;NA;NA;NA;NA;K13584;two-component system, cell cycle response regulator CtrA;T|K;Signal transduction mechanisms|Transcription;NA;NA;COG0745;DNA-binding response regulator, OmpR family, contains REC and winged-helix (wHTH) domain (OmpR) (PDB:1XHF);PF00072.28;Response regulator receiver domain
GC_00001588;tree;shrub;tree_vs_shrub;core;103;22.5652337423314;1.14431872782848;0.308016310918608;3.71512380112513;2.03104230231985e-4;0.0130908198763412;ko00001;KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>02020 Two-component system [PATH:ko02020];NA;NA;KEGG Orthology (KO);Environmental Information Processing;Signal transduction;Two-component system [PATH:ko02020];Environmental Information Processing > Signal transduction > Two-component system [PATH:ko02020];nitrogen regulatory protein P-II 1;NA;NA;NA;NA;K04751;nitrogen regulatory protein P-II 1;T|E;Signal transduction mechanisms|Amino acid transport and metabolism;NA;NA;COG0347;Nitrogen regulatory protein PII (GlnK) (PDB:2GW8) (PUBMED:24610711);PF00543.26;Nitrogen regulatory protein P-II
GC_00004403;conifer;broadleaf;conifer_vs_broadleaf;accessory;24;1.59849480741678;2.86688680526446;0.858976356442747;3.33756195238832;8.45168779855007e-4;0.021164175684943;ko00001|ko00001|ko01000|ko01001|ko02022_or_ko01001|ko02022;KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>02020 Two-component system [PATH:ko02020];NA;NA;KEGG Orthology (KO);Environmental Information Processing;Signal transduction;Two-component system [PATH:ko02020];Environmental Information Processing > Signal transduction > Two-component system [PATH:ko02020];two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]_or_two-component system, cell cycle response regulator CpdR;NA;NA;NA;NA;K13587_or_K13589;two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]_or_two-component system, cell cycle response regulator CpdR;T;Signal transduction mechanisms;NA;NA;COG0642|COG0784|COG2202;Signal transduction histidine kinase (BaeS) (PDB:1JOY)|CheY-like REC (receiver) domain, includes chemotaxis protein CheY  and sporulation regulator Spo0F (CheY) (PDB:6QRJ)|PAS domain (PAS) (PDB:2MWG);PF13426.11_or_PF00072.28;PAS domain_or_Response regulator receiver domain
GC_00025457;conifer;broadleaf;conifer_vs_broadleaf;accessory;1;0.990965013524095;2.84620850384017;0.91006711873146;3.12747098017066;0.00176317225186826;0.0314403631292047;ko00001|ko01000|ko01000|ko01004;KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>02020 Two-component system [PATH:ko02020];NA;NA;KEGG Orthology (KO);Environmental Information Processing;Signal transduction;Two-component system [PATH:ko02020];Environmental Information Processing > Signal transduction > Two-component system [PATH:ko02020];acyl-lipid omega-6 desaturase (Delta-12 desaturase) [EC:1.14.19.23 1.14.19.45];NA;NA;NA;NA;K10255;acyl-lipid omega-6 desaturase (Delta-12 desaturase) [EC:1.14.19.23 1.14.19.45];I;Lipid transport and metabolism;NA;NA;COG3239;Fatty acid desaturase (DesA);PF00487.28;Fatty acid desaturase
GC_00012753;conifer;broadleaf;conifer_vs_broadleaf;accessory;7;1.15257746777752;2.84437382317965;0.769912289666479;3.69441280695988;2.20395503378756e-4;0.0100269244993719;ko00001;KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>02020 Two-component system [PATH:ko02020];NA;NA;KEGG Orthology (KO);Environmental Information Processing;Signal transduction;Two-component system [PATH:ko02020];Environmental Information Processing > Signal transduction > Two-component system [PATH:ko02020];extracellular factor (EF) 3-hydroxypalmitic acid methyl ester biosynthesis protein;NA;NA;NA;NA;K19620;extracellular factor (EF) 3-hydroxypalmitic acid methyl ester biosynthesis protein;C;Energy production and conversion;NA;NA;COG4106;Trans-aconitate methyltransferase (Tam) (PDB:2P35);PF13649.10;Methyltransferase domain
GC_00029952;conifer;broadleaf;conifer_vs_broadleaf;accessory;2;1.58129185348118;2.10371171763693;0.717703517409015;2.93117097326142;0.00337686872917158;0.0447992639675835;ko00001|ko00001|ko02000;KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>02020 Two-component system [PATH:ko02020];NA;NA;KEGG Orthology (KO);Environmental Information Processing;Signal transduction;Two-component system [PATH:ko02020];Environmental Information Processing > Signal transduction > Two-component system [PATH:ko02020];glutamate/aspartate transport system substrate-binding protein;NA;NA;NA;NA;K10001;glutamate/aspartate transport system substrate-binding protein;E|T;Amino acid transport and metabolism|Signal transduction mechanisms;NA;NA;COG0834;ABC-type amino acid transport/signal transduction system, periplasmic component/domain (HisJ) (PDB:1GGG);PF00497.24;Bacterial extracellular solute-binding proteins, family 3
GC_00004070;conifer;broadleaf;conifer_vs_broadleaf;accessory;36;2.27341204961488;1.96472462097155;0.535638227964994;3.66800672244019;2.44448758523165e-4;0.0104084910638462;ko00001|ko02000;KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>02020 Two-component system [PATH:ko02020];NA;NA;KEGG Orthology (KO);Environmental Information Processing;Signal transduction;Two-component system [PATH:ko02020];Environmental Information Processing > Signal transduction > Two-component system [PATH:ko02020];putative tricarboxylic transport membrane protein;NA;NA;NA;NA;K07793;putative tricarboxylic transport membrane protein;R;General function prediction only;NA;NA;COG3333;TctA family transporter (PUBMED:14499931);PF01970.20;Tripartite tricarboxylate transporter TctA family
GC_00000403;conifer;broadleaf;conifer_vs_broadleaf;core;101;13.9425841805277;0.878410870420159;0.250297376870281;3.50946894211922;4.49002493870699e-4;0.0146789384248873;ko00001|ko01000;KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>02020 Two-component system [PATH:ko02020];NA;NA;KEGG Orthology (KO);Environmental Information Processing;Signal transduction;Two-component system [PATH:ko02020];Environmental Information Processing > Signal transduction > Two-component system [PATH:ko02020];potassium-transporting ATPase ATP-binding subunit [EC:7.2.2.6];NA;NA;NA;NA;K01547;potassium-transporting ATPase ATP-binding subunit [EC:7.2.2.6];P;Inorganic ion transport and metabolism;NA;NA;COG2216;K+ transport ATPase, ATPase subunit KdpB (KdpB) (PDB:5MRW);PF00122.24;E1-E2 ATPase
GC_00013464;broadleaf;conifer;broadleaf_vs_conifer;accessory;6;1.79120021103379;3.14137629077378;0.820079421405969;3.83057568422838;1.27843801947946e-4;0.00732649511540683;ko00001|ko00001;KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>02020 Two-component system [PATH:ko02020];NA;NA;KEGG Orthology (KO);Environmental Information Processing;Signal transduction;Two-component system [PATH:ko02020];Environmental Information Processing > Signal transduction > Two-component system [PATH:ko02020];cytochrome c oxidase cbb3-type subunit III;M00156;"Pathway modules; Energy metabolism; ATP synthesis";M00156;Cytochrome c oxidase, cbb3-type;K00406;cytochrome c oxidase cbb3-type subunit III;C;Energy production and conversion;NA;NA;COG2010;Cytochrome c, mono- and diheme variants (CccA) (PDB:1A2S);PF13442.10;Cytochrome C oxidase, cbb3-type, subunit III
GC_00007518;broadleaf;conifer;broadleaf_vs_conifer;accessory;14;1.30886720551972;2.64639535146891;0.795086695425191;3.3284362154415;8.73350011565342e-4;0.0212393471478946;ko00001|ko03021;KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>02020 Two-component system [PATH:ko02020];NA;NA;KEGG Orthology (KO);Environmental Information Processing;Signal transduction;Two-component system [PATH:ko02020];Environmental Information Processing > Signal transduction > Two-component system [PATH:ko02020];RNA polymerase sigma-19 factor, ECF subfamily;NA;NA;NA;NA;K23514;RNA polymerase sigma-19 factor, ECF subfamily;K;Transcription;COG1595;RNA polymerase;COG1595;DNA-directed RNA polymerase specialized sigma subunit, sigma24 family (RpoE) (PDB:2Q1Z);PF08281.16;Sigma-70, region 4
GC_00007249;broadleaf;conifer;broadleaf_vs_conifer;accessory;13;5.13862446632763;2.21670254636415;0.422291308048722;5.24922607715241;1.52739533837353e-7;1.26523875665997e-4;ko00001|ko00001|ko01000|ko02022;KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>02020 Two-component system [PATH:ko02020];NA;NA;KEGG Orthology (KO);Environmental Information Processing;Signal transduction;Two-component system [PATH:ko02020];Environmental Information Processing > Signal transduction > Two-component system [PATH:ko02020];two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase [EC:3.1.1.61 3.5.1.44];NA;NA;NA;NA;K03412;two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase [EC:3.1.1.61 3.5.1.44];T;Signal transduction mechanisms;NA;NA;COG2201;Chemotaxis response regulator CheB, contains REC and protein-glutamate methylesterase domains (CheB) (PDB:1A2O);PF01339.21;CheB methylesterase
GC_00025943;broadleaf;conifer;broadleaf_vs_conifer;accessory;2;2.29521908417737;2.1571940555378;0.623021155679848;3.46247320154618;5.35235212681361e-4;0.0163659840870891;ko00001|ko00001|ko01000|ko01001|ko02022;KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>02020 Two-component system [PATH:ko02020];NA;NA;KEGG Orthology (KO);Environmental Information Processing;Signal transduction;Two-component system [PATH:ko02020];Environmental Information Processing > Signal transduction > Two-component system [PATH:ko02020];two-component system, sensor histidine kinase [EC:2.7.13.3];NA;NA;NA;NA;K20974;two-component system, sensor histidine kinase [EC:2.7.13.3];T;Signal transduction mechanisms;NA;NA;COG0642|COG0784|COG2202|COG2203;Signal transduction histidine kinase (BaeS) (PDB:1JOY)|CheY-like REC (receiver) domain, includes chemotaxis protein CheY  and sporulation regulator Spo0F (CheY) (PDB:6QRJ)|PAS domain (PAS) (PDB:2MWG)|GAF domain (GAF);PF02518.30;Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase
GC_00002035;broadleaf;conifer;broadleaf_vs_conifer;accessory;75;5.54351766517626;2.09771966593174;0.383170572726198;5.47463666378864;4.3841019056942e-8;4.9934920705857e-5;ko00001|ko00001|ko02035;KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>02020 Two-component system [PATH:ko02020];NA;NA;KEGG Orthology (KO);Environmental Information Processing;Signal transduction;Two-component system [PATH:ko02020];Environmental Information Processing > Signal transduction > Two-component system [PATH:ko02020];methyl-accepting chemotaxis protein;NA;NA;NA;NA;K03406;methyl-accepting chemotaxis protein;T;Signal transduction mechanisms;NA;NA;COG0840;Methyl-accepting chemotaxis protein (MCP) (Tar) (PDB:1QU7);PF00015.25;Methyl-accepting chemotaxis protein (MCP) signalling domain
GC_00004758;broadleaf;conifer;broadleaf_vs_conifer;accessory;22;3.82872542704537;1.78485938344417;0.447731350329324;3.98645165707367;6.70687852890796e-5;0.00560670432618434;ko00001|ko00001|ko01000|ko02035;KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>02020 Two-component system [PATH:ko02020];NA;NA;KEGG Orthology (KO);Environmental Information Processing;Signal transduction;Two-component system [PATH:ko02020];Environmental Information Processing > Signal transduction > Two-component system [PATH:ko02020];two-component system, chemotaxis family, CheB/CheR fusion protein [EC:2.1.1.80 3.1.1.61];NA;NA;NA;NA;K13924;two-component system, chemotaxis family, CheB/CheR fusion protein [EC:2.1.1.80 3.1.1.61];D|T;Cell cycle control, cell division, chromosome partitioning|Signal transduction mechanisms;NA;NA;COG1196|COG1352|COG2201|COG3920;Chromosome segregation ATPase Smc (Smc) (PDB:5XG3)|Methylase of chemotaxis methyl-accepting proteins (CheR) (PDB:1AF7)|Chemotaxis response regulator CheB, contains REC and protein-glutamate methylesterase domains (CheB) (PDB:1A2O)|Two-component sensor histidine kinase, HisKA and HATPase domains (PDB:4R39);PF01739.22;CheR methyltransferase, SAM binding domain
GC_00008268;broadleaf;conifer;broadleaf_vs_conifer;accessory;14;2.08903798590044;1.7703663380486;0.608530562026077;2.9092480288159;0.00362299302561589;0.0468930574565511;ko00001|ko00001|ko02000;KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>02020 Two-component system [PATH:ko02020];NA;NA;KEGG Orthology (KO);Environmental Information Processing;Signal transduction;Two-component system [PATH:ko02020];Environmental Information Processing > Signal transduction > Two-component system [PATH:ko02020];polysaccharide biosynthesis/export protein;NA;NA;NA;NA;K01991;polysaccharide biosynthesis/export protein;M;Cell wall/membrane/envelope biogenesis;NA;NA;COG1596;Periplasmic protein Wza involved in polysaccharide export, contains SLBB domain of the beta-grasp fold (Wza) (PDB:2J58) (PUBMED:17250770);PF02563.20;Polysaccharide biosynthesis/export protein
GC_00002501;broadleaf;conifer;broadleaf_vs_conifer;accessory;68;3.40917843126162;1.53466206933323;0.447202622568881;3.43169291029113;5.99826353073354e-4;0.0173511673942997;ko00001|ko00001|ko02022;KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>02020 Two-component system [PATH:ko02020];NA;NA;KEGG Orthology (KO);Environmental Information Processing;Signal transduction;Two-component system [PATH:ko02020];Environmental Information Processing > Signal transduction > Two-component system [PATH:ko02020];two-component system, response regulator RpfG;NA;NA;NA;NA;K13815;two-component system, response regulator RpfG;T;Signal transduction mechanisms;NA;NA;COG3437;Response regulator c-di-GMP phosphodiesterase, RpfG family, contains REC and HD-GYP domains (RpfG);PF13487.10;HD domain
GC_00004701;broadleaf;conifer;broadleaf_vs_conifer;accessory;12;11.1624745565949;0.811238009051583;0.278165862814229;2.91638233694176;0.00354116261589788;0.0462143920713353;ko00001|ko00001|ko01000|ko02022;KEGG Orthology (KO)>>>09130 Environmental Information Processing>>>09132 Signal transduction>>>02020 Two-component system [PATH:ko02020];NA;NA;KEGG Orthology (KO);Environmental Information Processing;Signal transduction;Two-component system [PATH:ko02020];Environmental Information Processing > Signal transduction > Two-component system [PATH:ko02020];two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase [EC:3.1.1.61 3.5.1.44];NA;NA;NA;NA;K03412;two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase [EC:3.1.1.61 3.5.1.44];T;Signal transduction mechanisms;NA;NA;COG2201;Chemotaxis response regulator CheB, contains REC and protein-glutamate methylesterase domains (CheB) (PDB:1A2O);PF01339.21;CheB methylesterase
